"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct","oty_month2_emplvl_chg","oty_month2_emplvl_pct","oty_month3_emplvl_chg","oty_month3_emplvl_pct","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct"
"42101","5","32614","77","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Polystyrene foam product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32614","77","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Polystyrene foam product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32614","77","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Polystyrene foam product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32614","77","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Polystyrene foam product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326140","78","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Polystyrene foam product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326140","78","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Polystyrene foam product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326140","78","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Polystyrene foam product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326140","78","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Polystyrene foam product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32615","77","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Urethane and other foam product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32615","77","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Urethane and other foam product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32615","77","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Urethane and other foam product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32615","77","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Urethane and other foam product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326150","78","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Urethane and other foam product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326150","78","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Urethane and other foam product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326150","78","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Urethane and other foam product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326150","78","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Urethane and other foam product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32619","77","0","2015","1","","Philadelphia County, Pennsylvania","Private","Other plastics product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",9,411,401,396,3460478,2559367,201915,661,"",0.39,0.30,0.29,0.28,0.19,0.31,0.35,0.65,"",1,12.5,85,26.1,75,23.0,47,13.5,494263,16.7,356985,16.2,14428,7.7,-23,-3.4
"42101","5","32619","77","0","2015","2","","Philadelphia County, Pennsylvania","Private","Other plastics product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",9,390,407,414,4090615,1137374,91683,780,"",0.40,0.28,0.29,0.29,0.22,0.51,0.61,0.76,"",1,12.5,27,7.4,39,10.6,39,10.4,634181,18.3,180573,18.9,10924,13.5,59,8.2
"42101","5","32619","77","0","2015","3","","Philadelphia County, Pennsylvania","Private","Other plastics product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",9,405,418,431,4069376,557560,45218,749,"",0.40,0.29,0.30,0.31,0.21,0.50,0.66,0.72,"",1,12.5,34,9.2,28,7.2,35,8.8,519694,14.6,26490,5.0,209,0.5,41,5.8
"42101","5","32619","77","0","2015","4","","Philadelphia County, Pennsylvania","Private","Other plastics product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",9,407,411,417,4659115,590106,48169,871,"",0.40,0.29,0.29,0.29,0.22,0.66,0.84,0.74,"",1,12.5,6,1.5,12,3.0,13,3.2,150770,3.3,36873,6.7,1247,2.7,7,0.8
"42101","5","326199","78","0","2015","1","","Philadelphia County, Pennsylvania","Private","All other plastics product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,411,401,396,3460478,2559367,201915,661,"",0.42,0.31,0.30,0.30,0.19,0.32,0.36,0.64,"",1,12.5,85,26.1,75,23.0,47,13.5,494263,16.7,356985,16.2,14428,7.7,-23,-3.4
"42101","5","326199","78","0","2015","2","","Philadelphia County, Pennsylvania","Private","All other plastics product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,390,407,414,4090615,1137374,91683,780,"",0.42,0.29,0.31,0.31,0.23,0.53,0.64,0.75,"",1,12.5,27,7.4,39,10.6,39,10.4,634181,18.3,180573,18.9,10924,13.5,59,8.2
"42101","5","326199","78","0","2015","3","","Philadelphia County, Pennsylvania","Private","All other plastics product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,405,418,431,4069376,557560,45218,749,"",0.42,0.30,0.31,0.32,0.22,0.53,0.69,0.71,"",1,12.5,34,9.2,28,7.2,35,8.8,519694,14.6,26490,5.0,209,0.5,41,5.8
"42101","5","326199","78","0","2015","4","","Philadelphia County, Pennsylvania","Private","All other plastics product manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,407,411,417,4659115,590106,48169,871,"",0.42,0.30,0.31,0.31,0.23,0.69,0.88,0.74,"",1,12.5,6,1.5,12,3.0,13,3.2,150770,3.3,36873,6.7,1247,2.7,7,0.8
"42101","5","3262","76","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Rubber product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","3262","76","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Rubber product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","3262","76","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Rubber product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","3262","76","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Rubber product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32629","77","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Other rubber product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32629","77","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Other rubber product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32629","77","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Other rubber product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32629","77","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Other rubber product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326291","78","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Rubber product mfg. for mechanical use","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326291","78","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Rubber product mfg. for mechanical use","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326291","78","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Rubber product mfg. for mechanical use","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","326291","78","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Rubber product mfg. for mechanical use","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327","75","0","2015","1","","Philadelphia County, Pennsylvania","Private","Nonmetallic mineral product manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",14,188,187,201,2304600,1522176,117891,923,"",0.24,0.11,0.11,0.11,0.08,0.13,0.12,0.78,"",-1,-6.7,25,15.3,19,11.3,27,15.5,337376,17.1,197951,14.9,21549,22.4,24,2.7
"42101","5","327","75","0","2015","2","","Philadelphia County, Pennsylvania","Private","Nonmetallic mineral product manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",14,205,201,204,2641605,329550,25819,999,"",0.24,0.11,0.11,0.11,0.09,0.11,0.09,0.83,"",-2,-12.5,27,15.2,1,0.5,6,3.0,152296,6.1,-62052,-15.8,-4881,-15.9,2,0.2
"42101","5","327","75","0","2015","3","","Philadelphia County, Pennsylvania","Private","Nonmetallic mineral product manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",14,205,203,205,2839812,152621,12299,1069,"",0.24,0.11,0.11,0.11,0.10,0.09,0.09,0.87,"",-2,-12.5,3,1.5,9,4.6,5,2.5,252842,9.8,-73297,-32.4,-4792,-28.0,67,6.7
"42101","5","327","75","0","2015","4","","Philadelphia County, Pennsylvania","Private","Nonmetallic mineral product manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",13,206,209,203,3801441,133486,11178,1420,"",0.22,0.11,0.11,0.11,0.12,0.11,0.12,1.05,"",-1,-7.1,9,4.6,15,7.7,11,5.7,358588,10.4,-46527,-25.8,-2063,-15.6,57,4.2
"42101","5","3271","76","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Clay product and refractory manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","3271","76","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Clay product and refractory manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","3271","76","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Clay product and refractory manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","3271","76","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Clay product and refractory manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32711","77","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Pottery, ceramics, and plumbing fixture mfg.","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32711","77","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Pottery, ceramics, and plumbing fixture mfg.","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32711","77","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Pottery, ceramics, and plumbing fixture mfg.","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","32711","77","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Pottery, ceramics, and plumbing fixture mfg.","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327110","78","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Pottery, ceramics, and plumbing fixture mfg.","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327110","78","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Pottery, ceramics, and plumbing fixture mfg.","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327110","78","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Pottery, ceramics, and plumbing fixture mfg.","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327110","78","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Pottery, ceramics, and plumbing fixture mfg.","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","3272","76","0","2015","1","","Philadelphia County, Pennsylvania","Private","Glass and glass product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,42,44,46,429653,305721,12346,751,"",0.84,0.11,0.11,0.12,0.07,0.12,0.06,0.61,"",-1,-14.3,-4,-8.7,-7,-13.7,-1,-2.1,-50105,-10.4,-46635,-13.2,-2831,-18.7,-18,-2.3
"42101","5","3272","76","0","2015","2","","Philadelphia County, Pennsylvania","Private","Glass and glass product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,45,43,44,481173,69498,2513,841,"",0.86,0.12,0.11,0.11,0.08,0.11,0.06,0.69,"",-2,-25.0,-3,-6.2,-9,-17.3,-10,-18.5,-37018,-7.1,-12540,-15.3,-1709,-40.5,64,8.2
"42101","5","3272","76","0","2015","3","","Philadelphia County, Pennsylvania","Private","Glass and glass product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,42,41,43,550069,31572,1076,1007,"",0.86,0.11,0.11,0.11,0.09,0.10,0.05,0.82,"",-2,-25.0,-10,-19.2,-6,-12.8,-8,-15.7,78578,16.7,-22619,-41.7,-1642,-60.4,282,38.9
"42101","5","3272","76","0","2015","4","","Philadelphia County, Pennsylvania","Private","Glass and glass product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,44,46,40,749562,12722,427,1331,"",0.72,0.11,0.12,0.10,0.11,0.05,0.02,0.98,"",-1,-16.7,-1,-2.2,5,12.2,2,5.3,237799,46.5,-27809,-68.6,-948,-68.9,379,39.8
"42101","5","32721","77","0","2015","1","","Philadelphia County, Pennsylvania","Private","Glass and glass product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",6,42,44,46,429653,305721,12346,751,"",0.84,0.11,0.11,0.12,0.07,0.12,0.06,0.61,"",-1,-14.3,-4,-8.7,-7,-13.7,-1,-2.1,-50105,-10.4,-46635,-13.2,-2831,-18.7,-18,-2.3
"42101","5","32721","77","0","2015","2","","Philadelphia County, Pennsylvania","Private","Glass and glass product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",6,45,43,44,481173,69498,2513,841,"",0.86,0.12,0.11,0.11,0.08,0.11,0.06,0.69,"",-2,-25.0,-3,-6.2,-9,-17.3,-10,-18.5,-37018,-7.1,-12540,-15.3,-1709,-40.5,64,8.2
"42101","5","32721","77","0","2015","3","","Philadelphia County, Pennsylvania","Private","Glass and glass product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",6,42,41,43,550069,31572,1076,1007,"",0.86,0.11,0.11,0.11,0.09,0.10,0.05,0.82,"",-2,-25.0,-10,-19.2,-6,-12.8,-8,-15.7,78578,16.7,-22619,-41.7,-1642,-60.4,282,38.9
"42101","5","32721","77","0","2015","4","","Philadelphia County, Pennsylvania","Private","Glass and glass product manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,44,46,40,749562,12722,427,1331,"",0.72,0.11,0.12,0.10,0.11,0.05,0.02,0.98,"",-1,-16.7,-1,-2.2,5,12.2,2,5.3,237799,46.5,-27809,-68.6,-948,-68.9,379,39.8
"42101","5","327211","78","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Flat glass manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",4.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327211","78","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Flat glass manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",4.97,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327211","78","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Flat glass manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",4.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327211","78","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Flat glass manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.26,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327212","78","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Other pressed and blown glass and glassware","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327212","78","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Other pressed and blown glass and glassware","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327212","78","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Other pressed and blown glass and glassware","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.25,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327212","78","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Other pressed and blown glass and glassware","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327215","78","0","2015","1","N","Philadelphia County, Pennsylvania","Private","Glass product mfg. made of purchased glass","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327215","78","0","2015","2","N","Philadelphia County, Pennsylvania","Private","Glass product mfg. made of purchased glass","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327215","78","0","2015","3","N","Philadelphia County, Pennsylvania","Private","Glass product mfg. made of purchased glass","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","327215","78","0","2015","4","N","Philadelphia County, Pennsylvania","Private","Glass product mfg. made of purchased glass","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101","5","3273","76","0","2015","1","","Philadelphia County, Pennsylvania","Private","Cement and concrete product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,81,78,90,1014059,693171,71126,940,"",0.09,0.10,0.10,0.11,0.09,0.14,0.15,0.84,"",0,0.0,16,24.6,13,20.0,17,23.3,146855,16.9,127200,22.5,12656,21.6,-46,-4.7
"42101","5","3273","76","0","2015","2","","Philadelphia County, Pennsylvania","Private","Cement and concrete product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,94,91,92,1330036,182564,19229,1108,"",0.09,0.11,0.10,0.10,0.10,0.11,0.10,0.90,"",0,0.0,21,28.8,4,4.6,9,10.8,128300,10.7,-18091,-9.0,-1555,-7.5,-33,-2.9
"42101","5","3273","76","0","2015","3","","Philadelphia County, Pennsylvania","Private","Cement and concrete product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,96,93,96,1414095,91931,9910,1145,"",0.09,0.11,0.11,0.11,0.10,0.11,0.10,0.91,"",0,0.0,7,7.9,6,6.9,13,15.7,95613,7.3,-4771,-4.9,-157,-1.6,-30,-2.6
"42101","5","3273","76","0","2015","4","","Philadelphia County, Pennsylvania","Private","Cement and concrete product manufacturing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,94,94,95,1430821,92202,9741,1167,"",0.09,0.11,0.11,0.11,0.09,0.16,0.17,0.85,"",0,0.0,7,8.0,6,6.8,6,6.7,93694,7.0,16967,22.6,1789,22.5,-2,-0.2
"42101","5","32732","77","0","2015","1","","Philadelphia County, Pennsylvania","Private","Ready-mix concrete manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,81,78,90,1014059,693171,71126,940,"",0.16,0.21,0.21,0.23,0.19,0.29,0.28,0.88,"",0,0.0,16,24.6,13,20.0,17,23.3,146855,16.9,127200,22.5,12656,21.6,-46,-4.7
"42101","5","32732","77","0","2015","2","","Philadelphia County, Pennsylvania","Private","Ready-mix concrete manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,94,91,92,1330036,182564,19229,1108,"",0.16,0.22,0.21,0.21,0.19,0.20,0.16,0.90,"",0,0.0,21,28.8,4,4.6,9,10.8,128300,10.7,-18091,-9.0,-1555,-7.5,-33,-2.9
"42101","5","32732","77","0","2015","3","","Philadelphia County, Pennsylvania","Private","Ready-mix concrete manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,96,93,96,1414095,91931,9910,1145,"",0.16,0.22,0.21,0.22,0.19,0.18,0.16,0.87,"",0,0.0,7,7.9,6,6.9,13,15.7,95613,7.3,-4771,-4.9,-157,-1.6,-30,-2.6
